('09/29/2023, 00:13:25', 'ecoinvent_cutoff_3.9', 'MaterialDemand_antimony', 'additions', 22, 'duration:', '0:00:00.237867')
('09/29/2023, 17:38:07', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2040', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:10:43.967212')
('09/29/2023, 17:40:39', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_antimony', 'additions', 23, 'duration:', '0:00:00.586826')
('09/29/2023, 17:40:40', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_bauxite', 'additions', 28, 'duration:', '0:00:00.646380')
('09/29/2023, 17:40:40', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_borates', 'additions', 15, 'duration:', '0:00:00.453953')
('09/29/2023, 17:41:18', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_cement', 'additions', 1820, 'duration:', '0:00:37.536818')
('09/29/2023, 17:41:21', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_cobalt', 'additions', 152, 'duration:', '0:00:03.547371')
('09/29/2023, 17:41:24', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_coke', 'additions', 110, 'duration:', '0:00:02.679776')
('09/29/2023, 17:41:46', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_copper', 'additions', 972, 'duration:', '0:00:22.304028')
('09/29/2023, 17:51:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_electricity', 'additions', 31308, 'duration:', '0:10:07.405862')
('09/29/2023, 17:51:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_fluorspar', 'additions', 29, 'duration:', '0:00:00.492973')
('09/29/2023, 17:51:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_gallium', 'additions', 3, 'duration:', '0:00:00.052154')
('09/29/2023, 17:51:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_gold', 'additions', 9, 'duration:', '0:00:00.159018')
('09/29/2023, 17:51:55', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_graphite', 'additions', 31, 'duration:', '0:00:00.556424')
('09/29/2023, 17:51:56', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_helium', 'additions', 44, 'duration:', '0:00:00.842243')
('09/29/2023, 17:51:56', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_indium', 'additions', 8, 'duration:', '0:00:00.156405')
('09/29/2023, 17:51:57', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_latex', 'additions', 50, 'duration:', '0:00:00.904056')
('09/29/2023, 17:51:57', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_lithium', 'additions', 10, 'duration:', '0:00:00.198190')
('09/29/2023, 17:51:58', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_magnesium', 'additions', 53, 'duration:', '0:00:00.966209')
('09/29/2023, 17:53:51', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_natural gas', 'additions', 6647, 'duration:', '0:01:52.925017')
('09/29/2023, 17:53:57', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_nickel', 'additions', 359, 'duration:', '0:00:06.422299')
('09/29/2023, 17:53:58', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_palladium', 'additions', 35, 'duration:', '0:00:00.616449')
('09/29/2023, 17:54:02', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_petroleum', 'additions', 195, 'duration:', '0:00:03.571244')
('09/29/2023, 17:54:05', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_phosphate rock', 'additions', 207, 'duration:', '0:00:03.678455')
('09/29/2023, 17:54:08', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_platinum', 'additions', 163, 'duration:', '0:00:02.775830')
('09/29/2023, 17:54:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_rare earth', 'additions', 31, 'duration:', '0:00:00.509729')
('09/29/2023, 17:54:09', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_rhodium', 'additions', 11, 'duration:', '0:00:00.167800')
('09/29/2023, 17:54:19', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_sand', 'additions', 609, 'duration:', '0:00:10.433649')
('09/29/2023, 17:54:19', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_scandium', 'additions', 1, 'duration:', '0:00:00.015759')
('09/29/2023, 17:54:21', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_silicon', 'additions', 127, 'duration:', '0:00:02.157934')
('09/29/2023, 17:54:22', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_silver', 'additions', 50, 'duration:', '0:00:00.840068')
('09/29/2023, 17:54:22', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_strontium', 'additions', 2, 'duration:', '0:00:00.032654')
('09/29/2023, 17:54:22', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_tantalum', 'additions', 2, 'duration:', '0:00:00.032098')
('09/29/2023, 17:54:22', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_tungsten', 'additions', 5, 'duration:', '0:00:00.087807')
('09/29/2023, 17:54:23', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_vegetable oil', 'additions', 37, 'duration:', '0:00:00.632218')
('09/29/2023, 17:57:41', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_water', 'additions', 11815, 'duration:', '0:03:18.004672')
('09/29/2023, 17:57:45', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'MaterialDemand_zinc', 'additions', 253, 'duration:', '0:00:04.158526')
('09/29/2023, 17:57:46', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_composting_kilogram', 'additions', 26, 'duration:', '0:00:00.421034')
('09/29/2023, 17:57:46', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_digestion_cubicmeter', 'additions', 16, 'duration:', '0:00:00.254858')
('09/29/2023, 17:57:46', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_digestion_kilogram', 'additions', 4, 'duration:', '0:00:00.068147')
('09/29/2023, 17:57:54', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_hazardous_cubicmeter', 'additions', 461, 'duration:', '0:00:07.738796')
('09/29/2023, 17:58:31', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_hazardous_kilogram', 'additions', 2245, 'duration:', '0:00:37.335860')
('09/29/2023, 17:58:31', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_incineration_cubicmeter', 'additions', 2, 'duration:', '0:00:00.036552')
('09/29/2023, 17:59:21', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_incineration_kilogram', 'additions', 3032, 'duration:', '0:00:50.169709')
('09/29/2023, 17:59:21', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_landfill_cubicmeter', 'additions', 2, 'duration:', '0:00:00.030217')
('09/29/2023, 17:59:50', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_landfill_kilogram', 'additions', 1724, 'duration:', '0:00:28.804245')
('09/29/2023, 18:01:04', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_non_hazardous_cubicmeter', 'additions', 4435, 'duration:', '0:01:13.847695')
('09/29/2023, 18:09:22', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_non_hazardous_kilogram', 'additions', 29775, 'duration:', '0:08:18.515239')
('09/29/2023, 18:09:32', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_open_burning_kilogram', 'additions', 535, 'duration:', '0:00:09.168803')
('09/29/2023, 18:09:34', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_recycling_kilogram', 'additions', 150, 'duration:', '0:00:02.752751')
('09/29/2023, 18:10:57', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_total_cubicmeter', 'additions', 4896, 'duration:', '0:01:22.288408')
('09/29/2023, 18:19:44', 'ecoinvent_cutoff_3.9_remind_SSP5-Base_2050', 'waste_total_kilogram', 'additions', 32020, 'duration:', '0:08:47.706792')
